date,open,high,low,close,volume
2020-04-23 10:00:00,723.37,727.87,714.2,719.43,750601.0
2020-04-23 09:45:00,727.975,732.97,720.71,722.6409,1206512.0
2020-04-22 16:00:00,725.09,734.0,724.01,731.87,784742.0
2020-04-22 15:45:00,723.18,731.6,723.0701,725.04,789490.0
2020-04-22 15:30:00,717.24,724.38,716.22,722.9951,388630.0
2020-04-22 15:15:00,720.4,721.99,715.11,717.48,357213.0
2020-04-22 15:00:00,721.84,722.0,715.6001,720.44,568936.0
2020-04-22 14:45:00,719.8009,725.0,719.6792,721.49,647307.0
2020-04-22 14:30:00,708.9922,722.84,707.83,719.6,737483.0
2020-04-22 14:15:00,707.6,709.7899,706.0,709.2299,226850.0
2020-04-22 14:00:00,706.67,709.0799,704.3033,707.6,281123.0
2020-04-22 13:45:00,706.16,706.55,703.88,706.4561,192544.0
2020-04-22 13:30:00,704.0999,707.56,702.0,706.0899,348073.0
2020-04-22 13:15:00,699.995,704.1,698.8,704.04,187680.0
2020-04-22 13:00:00,698.66,700.94,697.4098,699.98,145236.0
2020-04-22 12:45:00,699.49,699.98,696.6,698.67,155454.0
2020-04-22 12:30:00,700.03,701.76,699.25,699.38,119941.0
2020-04-22 12:15:00,700.77,701.53,698.3575,700.0536,185166.0
2020-04-22 12:00:00,700.53,703.64,699.25,700.56,246156.0
2020-04-22 11:45:00,698.5,701.72,696.2501,700.484,232014.0
2020-04-22 11:30:00,700.7103,703.32,697.52,698.675,224379.0
2020-04-22 11:15:00,702.3,704.91,697.72,700.6654,323275.0
2020-04-22 11:00:00,707.45,708.0699,701.13,702.55,325905.0
2020-04-22 10:45:00,698.01,709.68,698.0,707.39,583655.0
2020-04-22 10:30:00,694.27,705.0,694.02,697.564,680731.0
2020-04-22 10:15:00,696.38,699.185,688.71,694.135,687326.0
2020-04-22 10:00:00,702.96,705.8899,695.0,696.44,718268.0
2020-04-22 09:45:00,707.4199,712.7199,700.01,702.9489,1598077.0
2020-04-21 16:00:00,694.76,695.628,684.361,687.26,720906.0
2020-04-21 15:45:00,697.0615,698.5384,691.53,694.66,391167.0
2020-04-21 15:30:00,697.9,702.43,694.95,697.28,359588.0
2020-04-21 15:15:00,699.6709,702.9899,691.3034,698.2149,436920.0
2020-04-21 15:00:00,703.84,706.29,695.66,699.97,469232.0
2020-04-21 14:45:00,710.5684,712.7697,703.12,703.645,349775.0
2020-04-21 14:30:00,704.803,712.09,703.41,710.38,357147.0
2020-04-21 14:15:00,704.77,707.44,700.85,705.0,343315.0
2020-04-21 14:00:00,710.81,711.53,703.0,704.86,416872.0
2020-04-21 13:45:00,708.0,712.5,702.9654,711.22,642300.0
2020-04-21 13:30:00,693.5825,708.0,693.0239,707.7921,662152.0
2020-04-21 13:15:00,690.645,696.33,690.0,693.6672,340686.0
2020-04-21 13:00:00,690.46,695.54,687.161,690.58,454735.0
2020-04-21 12:45:00,697.1499,697.84,688.07,689.56,379071.0
2020-04-21 12:30:00,696.28,699.0,693.09,696.8512,386223.0
2020-04-21 12:15:00,693.82,698.875,689.01,696.2344,508321.0
2020-04-21 12:00:00,685.923,696.75,685.69,694.105,609251.0
2020-04-21 11:45:00,688.2095,697.83,685.2866,686.0,701286.0
2020-04-21 11:30:00,690.2229,696.28,673.79,688.7224,1536243.0
2020-04-21 11:15:00,706.0,713.8899,689.0035,690.0,1348958.0
2020-04-21 11:00:00,726.32,728.49,702.24,706.4,1319426.0
2020-04-21 10:45:00,741.0771,741.3,723.68,726.9799,709775.0
